rho,b,remote_action,old_mean_velocity,new_mean_velocity,delta,delta_pct
0.11560693641618497,0.0,1,1.141382307489,1.167824545589,0.026442238100,2.316685
0.11560693641618497,0.56,0,1.210215932813,1.270461676946,0.060245744132,4.978099
