rho,b,old_exp1_mean_velocity,new_exp2_remote0_mean_velocity,delta,delta_pct
0.11560693641618497,0.56,1.303543227241,1.270461676946,-0.033081550295,-2.537818
0.2890173410404624,0.56,1.218408022884,1.192857581307,-0.025550441577,-2.097035
0.9826589595375722,0.56,0.653991898050,0.654275377277,0.000283479227,0.043346
1.1560693641618496,0.56,0.484997647319,0.484729264011,-0.000268383308,-0.055337
1.445086705202312,0.56,0.310137115718,0.308878988094,-0.001258127624,-0.405668
1.6184971098265895,0.56,0.238091129772,0.237402005644,-0.000689124128,-0.289437
2.312138728323699,0.56,0.065734227846,0.064770118720,-0.000964109126,-1.466677
2.485549132947977,0.56,0.038460366483,0.037454308301,-0.001006058182,-2.615831
